text,label,category,seed_id
good morning i think we should stop talking to each other for a while ok,0,Non-Abusive,HRD-003
for the last time i will find you no matter how many times you block me and that is final,1,Cyberstalking / Intimidation,STK-007
you are a shameless disgusting creature stupid,1,Severe Harassment / Defamation / Hate Speech,HAR-021
hey i will tag your pastor in the photos if you ignore me and nobody can save you,1,Blackmail / Non-Consensual Extortion,BLK-012
hey the film was violent and disturbing and i did not enjoy it have a good day,0,Non-Abusive,HRD-012
by the way the team lost badly and everyone was upset ok,0,Non-Abusive,HRD-034
i swear to god i followed you home yesterday and you did not even notice,1,Cyberstalking / Intimidation,STK-002
he shouted at the referee during the match let me know,0,Non-Abusive,HRD-026
listen to me you disgust me you worthless piece of trash foolish girl,1,Severe Harassment / Defamation / Hate Speech,HAR-008
i will spread the rumour until nobody talks to you again,1,Severe Harassment / Defamation / Hate Speech,HAR-016
please we had a serious argument and i said things i regret let me know,0,Non-Abusive,HRD-013
am warning you you are a shameless disgusting creature and that is final,1,Severe Harassment / Defamation / Hate Speech,HAR-021
the team lost badly and everyone was upset thanks,0,Non-Abusive,HRD-034
you better understand i have been watching your hostel window every night and that is final,1,Cyberstalking / Intimidation,STK-012
hello she was crying because she failed her exam god bless,0,Non-Abusive,HRD-017
hey i will deal with you until you learn your lesson permanently you will see,1,Physical Violence / Life Threat,VIO-019
good morning are we still meeting at the library at four talk soon,0,Non-Abusive,CLN-001
just checking in the assignment deadline was moved to next friday please,0,Non-Abusive,CLN-003
hey you will regret being born when i get my hands on you,1,Physical Violence / Life Threat,VIO-012
look here prepare your funeral because i am coming foolish girl,1,Physical Violence / Life Threat,VIO-021
i will be a bit late for the group meeting talk soon,0,Non-Abusive,CLN-004
good morning the football match starts at eight tonight cheers,0,Non-Abusive,CLN-022
stupid girl i will show up wherever you are until you respond you will see,1,Cyberstalking / Intimidation,STK-019
quick question our lecturer discussed cyberbullying and harassment in class today ok,0,Non-Abusive,HRD-020
you better understand i will share your private moments with your classmates and that is final,1,Blackmail / Non-Consensual Extortion,BLK-017
hello the exam timetable has been released on the portal talk soon,0,Non-Abusive,CLN-010
hello we should start revising for the mid semester exams,0,Non-Abusive,CLN-020
idiot you are stupid and everyone in class laughs at you you will see,1,Severe Harassment / Defamation / Hate Speech,HAR-002
idiot you changed your route today but i still saw you,1,Cyberstalking / Intimidation,STK-010
hey i saved everything and i will share it with your employer stupid,1,Blackmail / Non-Consensual Extortion,BLK-007
i am counting the hours until i see you in person idiot,1,Cyberstalking / Intimidation,STK-016
i will slit your throat you useless thing you will see,1,Physical Violence / Life Threat,VIO-004
just checking in we had a serious argument and i said things i regret let me know,0,Non-Abusive,HRD-013
i am outside your gate right now so watch yourself,1,Cyberstalking / Intimidation,STK-004
listen to me i will share your private moments with your classmates stupid,1,Blackmail / Non-Consensual Extortion,BLK-017
please the football match starts at eight tonight let me know,0,Non-Abusive,CLN-022
i am telling you deny me again and your whole family sees the video,1,Blackmail / Non-Consensual Extortion,BLK-020
hey i am tracking everywhere you go and nobody can save you,1,Cyberstalking / Intimidation,STK-009
just checking in the article explains how victims of blackmail can get help thanks,0,Non-Abusive,HRD-021
hello she was crying because she failed her exam,0,Non-Abusive,HRD-017
quick question please confirm whether you received my email please,0,Non-Abusive,CLN-021
listen to me prepare your funeral because i am coming stupid,1,Physical Violence / Life Threat,VIO-021
i am writing my project on detecting abusive messages online cheers,0,Non-Abusive,HRD-022
just checking in please report any suspicious person watching the hostel,0,Non-Abusive,HRD-028
look here you will regret being born when i get my hands on you and nobody can save you,1,Physical Violence / Life Threat,VIO-012
please send me the lecture notes when you get a chance please,0,Non-Abusive,CLN-000
i swear to god i took pictures of you today without you knowing stupid,1,Cyberstalking / Intimidation,STK-017
i am telling you you are mentally retarded and should not be in university you hear me,1,Severe Harassment / Defamation / Hate Speech,HAR-013
i swear to god i will spread the rumour until nobody talks to you again and nobody can save you,1,Severe Harassment / Defamation / Hate Speech,HAR-016
pay me 2000 cedis by tomorrow or everyone sees your pictures and nobody can save you,1,Blackmail / Non-Consensual Extortion,BLK-001
by the way are we still meeting at the library at four have a good day,0,Non-Abusive,CLN-001
i am telling you cooperate with me or i will ruin your reputation forever idiot,1,Blackmail / Non-Consensual Extortion,BLK-006
you hurt my feelings when you said that in front of everyone cheers,0,Non-Abusive,HRD-006
look here i will share your private moments with your classmates stupid,1,Blackmail / Non-Consensual Extortion,BLK-017
i swear to god do what i say or i will send this to your fiance stupid,1,Blackmail / Non-Consensual Extortion,BLK-016
i am travelling to kumasi this weekend for a wedding please,0,Non-Abusive,CLN-015
you better understand deny me again and your whole family sees the video and that is final,1,Blackmail / Non-Consensual Extortion,BLK-020
quick question are we still meeting at the library at four let me know,0,Non-Abusive,CLN-001
i am telling you i will never leave you alone until you talk to me you will see,1,Cyberstalking / Intimidation,STK-011
look here i created new accounts because you blocked the old ones idiot,1,Cyberstalking / Intimidation,STK-015
this is the worst service i have ever received cheers,0,Non-Abusive,HRD-004
i swear to god nobody respects you because you are a common prostitute foolish girl,1,Severe Harassment / Defamation / Hate Speech,HAR-014
hi i will be a bit late for the group meeting talk soon,0,Non-Abusive,CLN-004
hi please confirm whether you received my email let me know,0,Non-Abusive,CLN-021
i saw you at the junction today wearing the blue dress you hear me,1,Cyberstalking / Intimidation,STK-001
idiot you are a dead person walking so watch yourself,1,Physical Violence / Life Threat,VIO-017
for the last time cooperate with me or i will ruin your reputation forever idiot,1,Blackmail / Non-Consensual Extortion,BLK-006
hello please stop calling me i need some space thanks,0,Non-Abusive,HRD-010
am warning you one more word and i will finish you completely and that is final,1,Physical Violence / Life Threat,VIO-014
i swear to god you are going to die and nobody will find your body,1,Physical Violence / Life Threat,VIO-001
please i am tired of always being the one who apologises cheers,0,Non-Abusive,HRD-014
listen to me i will pour acid on your face so watch yourself,1,Physical Violence / Life Threat,VIO-018
i am telling you your new address will not save you from me and that is final,1,Cyberstalking / Intimidation,STK-018
we are debating whether the death penalty should be abolished thanks,0,Non-Abusive,HRD-031
i still have the videos and i will post them online stupid,1,Blackmail / Non-Consensual Extortion,BLK-002
look here you changed your route today but i still saw you foolish girl,1,Cyberstalking / Intimidation,STK-010
for the last time i still have the videos and i will post them online and i mean it,1,Blackmail / Non-Consensual Extortion,BLK-002
hey the wifi in the lab is very slow today god bless,0,Non-Abusive,CLN-017
i do not like him but i would never wish him harm let me know,0,Non-Abusive,HRD-030
hello we should start revising for the mid semester exams talk soon,0,Non-Abusive,CLN-020
please send me the lecture notes when you get a chance have a good day,0,Non-Abusive,CLN-000
hey i will share your private moments with your classmates stupid,1,Blackmail / Non-Consensual Extortion,BLK-017
listen to me i followed you home yesterday and you did not even notice you will see,1,Cyberstalking / Intimidation,STK-002
just checking in i do not want to be in this relationship anymore have a good day,0,Non-Abusive,HRD-005
i swear to god i will never leave you alone until you talk to me and that is final,1,Cyberstalking / Intimidation,STK-011
quick question let me know when you are free to discuss the report ok,0,Non-Abusive,CLN-018
hi we are debating whether the death penalty should be abolished let me know,0,Non-Abusive,HRD-031
i am telling you you are a disgrace to your family and your tribe foolish girl,1,Severe Harassment / Defamation / Hate Speech,HAR-012
you better understand i will strangle you with my bare hands foolish girl,1,Physical Violence / Life Threat,VIO-016
hi good morning hope you slept well have a good day,0,Non-Abusive,CLN-024
i swear to god send me money or i will leak your nudes you will see,1,Blackmail / Non-Consensual Extortion,BLK-000
hi the exam timetable has been released on the portal talk soon,0,Non-Abusive,CLN-010
look here you disgust me you worthless piece of trash stupid,1,Severe Harassment / Defamation / Hate Speech,HAR-008
please let me know when you are free to discuss the report cheers,0,Non-Abusive,CLN-018
am warning you your new address will not save you from me,1,Cyberstalking / Intimidation,STK-018
hello that was a terrible decision and i disagree completely,0,Non-Abusive,HRD-008
idiot i know your mother works at the market on fridays and i mean it,1,Cyberstalking / Intimidation,STK-008
you are mentally retarded and should not be in university,1,Severe Harassment / Defamation / Hate Speech,HAR-013
hey i will tell everyone what a cheap girl you are stupid,1,Severe Harassment / Defamation / Hate Speech,HAR-011
hi i reported the theft to the police this morning,0,Non-Abusive,HRD-016
i am travelling to kumasi this weekend for a wedding thanks,0,Non-Abusive,CLN-015
hey are we still meeting at the library at four,0,Non-Abusive,CLN-001
hey are we still meeting at the library at four god bless,0,Non-Abusive,CLN-001
hey the security officer warned us about people following students at night thanks,0,Non-Abusive,HRD-027
hi the article explains how victims of blackmail can get help have a good day,0,Non-Abusive,HRD-021
please are we still meeting at the library at four please,0,Non-Abusive,CLN-001
i am telling you you cannot hide from me anywhere in this country and that is final,1,Cyberstalking / Intimidation,STK-003
i will tell everyone what a cheap girl you are you will see,1,Severe Harassment / Defamation / Hate Speech,HAR-011
hi congratulations on passing your defence,0,Non-Abusive,CLN-013
please happy birthday i hope you have a wonderful day cheers,0,Non-Abusive,CLN-002
stupid girl you disgust me you worthless piece of trash so watch yourself,1,Severe Harassment / Defamation / Hate Speech,HAR-008
for the last time your scholarship will be gone when they see what i have and nobody can save you,1,Blackmail / Non-Consensual Extortion,BLK-015
hey i really enjoyed the seminar this morning,0,Non-Abusive,CLN-012
meet me tonight or the pictures go public and nobody can save you,1,Blackmail / Non-Consensual Extortion,BLK-011
quick question we had a serious argument and i said things i regret talk soon,0,Non-Abusive,HRD-013
i am telling you i am coming to your hostel with a knife so watch yourself,1,Physical Violence / Life Threat,VIO-005
idiot keep talking and i will bury you myself,1,Physical Violence / Life Threat,VIO-009
please i am travelling to kumasi this weekend for a wedding thanks,0,Non-Abusive,CLN-015
by the way the results will be published next month please,0,Non-Abusive,CLN-029
idiot i will tag your pastor in the photos if you ignore me,1,Blackmail / Non-Consensual Extortion,BLK-012
stupid girl transfer the money now or i publish everything tonight you will see,1,Blackmail / Non-Consensual Extortion,BLK-018
look here i will never leave you alone until you talk to me,1,Cyberstalking / Intimidation,STK-011
hi the bus to campus leaves at seven thirty ok,0,Non-Abusive,CLN-014
please the seminar covered how to preserve digital evidence of threats please,0,Non-Abusive,HRD-029
i swear to god give me what i want or your whole church will see these images,1,Blackmail / Non-Consensual Extortion,BLK-004
i am telling you i swear i will beat you until you cannot walk again,1,Physical Violence / Life Threat,VIO-002
please this is the worst service i have ever received let me know,0,Non-Abusive,HRD-004
hey i will find you no matter how many times you block me and i mean it,1,Cyberstalking / Intimidation,STK-007
by the way did you understand what the lecturer said about pointers god bless,0,Non-Abusive,CLN-006
hey you are a useless worthless whore,1,Severe Harassment / Defamation / Hate Speech,HAR-000
i swear to god i will tag your pastor in the photos if you ignore me stupid,1,Blackmail / Non-Consensual Extortion,BLK-012
you better understand keep talking and i will bury you myself so watch yourself,1,Physical Violence / Life Threat,VIO-009
i am telling you you will pay me every month or i keep posting and nobody can save you,1,Blackmail / Non-Consensual Extortion,BLK-013
idiot you are going to die and nobody will find your body stupid,1,Physical Violence / Life Threat,VIO-001
look here i will spread the rumour until nobody talks to you again stupid,1,Severe Harassment / Defamation / Hate Speech,HAR-016
hey please remind me to bring my student id tomorrow cheers,0,Non-Abusive,CLN-011
hello we are debating whether the death penalty should be abolished please,0,Non-Abusive,HRD-031
am warning you you can run but i will always know where you are and nobody can save you,1,Cyberstalking / Intimidation,STK-014
i swear to god you are the ugliest thing i have ever seen in my life you hear me,1,Severe Harassment / Defamation / Hate Speech,HAR-005
good morning the exam timetable has been released on the portal,0,Non-Abusive,CLN-010
just checking in we should start revising for the mid semester exams have a good day,0,Non-Abusive,CLN-020
good morning the exam timetable has been released on the portal talk soon,0,Non-Abusive,CLN-010
i am really angry about how the meeting went today thanks,0,Non-Abusive,HRD-000
i swear to god you disgust me you worthless piece of trash,1,Severe Harassment / Defamation / Hate Speech,HAR-008
i am telling you i will stab you in front of everyone you will see,1,Physical Violence / Life Threat,VIO-024
stupid girl i will break your neck if you report me foolish girl,1,Physical Violence / Life Threat,VIO-020
i swear to god i created new accounts because you blocked the old ones foolish girl,1,Cyberstalking / Intimidation,STK-015
just checking in could you please review my code before i submit,0,Non-Abusive,CLN-016
hi the boss criticised my presentation quite harshly,0,Non-Abusive,HRD-033
i am upset that my laptop was stolen last night god bless,0,Non-Abusive,HRD-011
hey i will expose your private pictures to the whole campus and nobody can save you,1,Blackmail / Non-Consensual Extortion,BLK-005
i am telling you i will spread the rumour until nobody talks to you again foolish girl,1,Severe Harassment / Defamation / Hate Speech,HAR-016
the horror movie had a scene where someone gets stabbed cheers,0,Non-Abusive,HRD-024
you better understand i will shoot you the day i see you in town stupid,1,Physical Violence / Life Threat,VIO-008
just checking in please remind me to bring my student id tomorrow talk soon,0,Non-Abusive,CLN-011
quick question the article explains how victims of blackmail can get help,0,Non-Abusive,HRD-021
hello good morning hope you slept well let me know,0,Non-Abusive,CLN-024
i will break your neck if you report me you hear me,1,Physical Violence / Life Threat,VIO-020
look here you will not see the end of this week alive foolish girl,1,Physical Violence / Life Threat,VIO-006
just checking in i am travelling to kumasi this weekend for a wedding thanks,0,Non-Abusive,CLN-015
look here i am tracking everywhere you go,1,Cyberstalking / Intimidation,STK-009
i deleted the game because it was too aggressive,0,Non-Abusive,HRD-025
i swear to god you are stupid and everyone in class laughs at you and i mean it,1,Severe Harassment / Defamation / Hate Speech,HAR-002
i swear to god you cannot hide from me anywhere in this country,1,Cyberstalking / Intimidation,STK-003
i swear to god i will kill you tonight you will see,1,Physical Violence / Life Threat,VIO-000
hey i know your lecture timetable and where you sit and that is final,1,Cyberstalking / Intimidation,STK-005
good morning the wifi in the lab is very slow today,0,Non-Abusive,CLN-017
listen to me you are a dirty liar and a thief foolish girl,1,Severe Harassment / Defamation / Hate Speech,HAR-017
hey see you at church on sunday thanks,0,Non-Abusive,CLN-025
i am telling you you are a dirty liar and a thief and i mean it,1,Severe Harassment / Defamation / Hate Speech,HAR-017
please i do not like him but i would never wish him harm cheers,0,Non-Abusive,HRD-030
you better understand i followed you home yesterday and you did not even notice so watch yourself,1,Cyberstalking / Intimidation,STK-002
deny me again and your whole family sees the video foolish girl,1,Blackmail / Non-Consensual Extortion,BLK-020
listen to me meet me tonight or the pictures go public and i mean it,1,Blackmail / Non-Consensual Extortion,BLK-011
am warning you when i catch you i will break your legs stupid,1,Physical Violence / Life Threat,VIO-003
stupid girl i am uploading your videos to telegram if you do not answer so watch yourself,1,Blackmail / Non-Consensual Extortion,BLK-014
for the last time i will destroy you and everyone in your family you hear me,1,Physical Violence / Life Threat,VIO-022
hey i really enjoyed the seminar this morning ok,0,Non-Abusive,CLN-012
idiot you will pay me every month or i keep posting,1,Blackmail / Non-Consensual Extortion,BLK-013
quick question i deleted the game because it was too aggressive let me know,0,Non-Abusive,HRD-025
you better understand i will smash your face until your own mother cannot recognise you so watch yourself,1,Physical Violence / Life Threat,VIO-010
i deleted the game because it was too aggressive cheers,0,Non-Abusive,HRD-025
i am telling you i will tag your pastor in the photos if you ignore me,1,Blackmail / Non-Consensual Extortion,BLK-012
idiot i am tracking everywhere you go,1,Cyberstalking / Intimidation,STK-009
nobody respects you because you are a common prostitute you will see,1,Severe Harassment / Defamation / Hate Speech,HAR-014
idiot shut up you brainless fool nobody asked you and nobody can save you,1,Severe Harassment / Defamation / Hate Speech,HAR-018
you cannot hide from me anywhere in this country so watch yourself,1,Cyberstalking / Intimidation,STK-003
good morning i will be a bit late for the group meeting god bless,0,Non-Abusive,CLN-004
i hate this course it is so difficult and stressful thanks,0,Non-Abusive,HRD-001
please report any suspicious person watching the hostel please,0,Non-Abusive,HRD-028
she was crying because she failed her exam talk soon,0,Non-Abusive,HRD-017
quick question please confirm whether you received my email talk soon,0,Non-Abusive,CLN-021
am warning you i created new accounts because you blocked the old ones you will see,1,Cyberstalking / Intimidation,STK-015
thank you so much for your help yesterday,0,Non-Abusive,CLN-005
hey i still have the videos and i will post them online idiot,1,Blackmail / Non-Consensual Extortion,BLK-002
hey let us meet at the department after the quiz let me know,0,Non-Abusive,CLN-008
please did you understand what the lecturer said about pointers talk soon,0,Non-Abusive,CLN-006
good morning did you understand what the lecturer said about pointers god bless,0,Non-Abusive,CLN-006
you can run but i will always know where you are so watch yourself,1,Cyberstalking / Intimidation,STK-014
stupid girl i will destroy your marriage with these pictures and nobody can save you,1,Blackmail / Non-Consensual Extortion,BLK-021
hi can you send me the link to the recording cheers,0,Non-Abusive,CLN-007
hey do what i say or i will send this to your fiance,1,Blackmail / Non-Consensual Extortion,BLK-016
look here you are going to die and nobody will find your body and nobody can save you,1,Physical Violence / Life Threat,VIO-001
hi happy birthday i hope you have a wonderful day please,0,Non-Abusive,CLN-002
good morning see you at church on sunday please,0,Non-Abusive,CLN-025
hi we are debating whether the death penalty should be abolished have a good day,0,Non-Abusive,HRD-031
hi thank you so much for your help yesterday have a good day,0,Non-Abusive,CLN-005
send more pictures or i release the ones i already have and that is final,1,Blackmail / Non-Consensual Extortion,BLK-010
just checking in i think we should stop talking to each other for a while please,0,Non-Abusive,HRD-003
for the last time i am tracking everywhere you go,1,Cyberstalking / Intimidation,STK-009
i am telling you i will tag your pastor in the photos if you ignore me idiot,1,Blackmail / Non-Consensual Extortion,BLK-012
look here i am tracking everywhere you go foolish girl,1,Cyberstalking / Intimidation,STK-009
hello please send me the lecture notes when you get a chance god bless,0,Non-Abusive,CLN-000
listen to me i will hurt you so badly you will beg me to stop and that is final,1,Physical Violence / Life Threat,VIO-015
quick question the wifi in the lab is very slow today please,0,Non-Abusive,CLN-017
we should start revising for the mid semester exams thanks,0,Non-Abusive,CLN-020
idiot i created new accounts because you blocked the old ones you will see,1,Cyberstalking / Intimidation,STK-015
for the last time you are worthless and your existence is a mistake,1,Severe Harassment / Defamation / Hate Speech,HAR-019
i am telling you i know your lecture timetable and where you sit so watch yourself,1,Cyberstalking / Intimidation,STK-005
good morning the football match starts at eight tonight,0,Non-Abusive,CLN-022
hey i do not like him but i would never wish him harm cheers,0,Non-Abusive,HRD-030
by the way the news said a man was killed in an accident on the highway,0,Non-Abusive,HRD-018
just checking in the team lost badly and everyone was upset let me know,0,Non-Abusive,HRD-034
i am telling you i am uploading your videos to telegram if you do not answer you hear me,1,Blackmail / Non-Consensual Extortion,BLK-014
happy birthday i hope you have a wonderful day please,0,Non-Abusive,CLN-002
by the way i hate this course it is so difficult and stressful ok,0,Non-Abusive,HRD-001
stupid girl i know your lecture timetable and where you sit and nobody can save you,1,Cyberstalking / Intimidation,STK-005
good morning the news said a man was killed in an accident on the highway let me know,0,Non-Abusive,HRD-018
for the last time you cannot hide from me anywhere in this country,1,Cyberstalking / Intimidation,STK-003
just checking in the team lost badly and everyone was upset have a good day,0,Non-Abusive,HRD-034
i swear to god i know where you live and i am watching you,1,Cyberstalking / Intimidation,STK-000
for the last time you can run but i will always know where you are and that is final,1,Cyberstalking / Intimidation,STK-014
just checking in let me know when you are free to discuss the report thanks,0,Non-Abusive,CLN-018
i swear to god you are a useless worthless whore and that is final,1,Severe Harassment / Defamation / Hate Speech,HAR-000
i am telling you i will destroy your marriage with these pictures idiot,1,Blackmail / Non-Consensual Extortion,BLK-021
hi are we still meeting at the library at four cheers,0,Non-Abusive,CLN-001
look here i have your new number even after you changed it and that is final,1,Cyberstalking / Intimidation,STK-006
hey the results will be published next month let me know,0,Non-Abusive,CLN-029
give me what i want or your whole church will see these images and nobody can save you,1,Blackmail / Non-Consensual Extortion,BLK-004
you will regret being born when i get my hands on you and nobody can save you,1,Physical Violence / Life Threat,VIO-012
i swear to god send me money or i will leak your nudes and nobody can save you,1,Blackmail / Non-Consensual Extortion,BLK-000
you better understand your scholarship will be gone when they see what i have so watch yourself,1,Blackmail / Non-Consensual Extortion,BLK-015
idiot everyone knows you are a liar and a fraud,1,Severe Harassment / Defamation / Hate Speech,HAR-007
hi the seminar covered how to preserve digital evidence of threats,0,Non-Abusive,HRD-029
hi we are debating whether the death penalty should be abolished please,0,Non-Abusive,HRD-031
hey you will regret being born when i get my hands on you you will see,1,Physical Violence / Life Threat,VIO-012
i swear to god i have screenshots of everything and i will use them against you you hear me,1,Blackmail / Non-Consensual Extortion,BLK-019
stupid girl you disgust me you worthless piece of trash idiot,1,Severe Harassment / Defamation / Hate Speech,HAR-008
hey did you understand what the lecturer said about pointers thanks,0,Non-Abusive,CLN-006
quick question good morning hope you slept well let me know,0,Non-Abusive,CLN-024
listen to me you are a stupid idiot who cannot do anything right you will see,1,Severe Harassment / Defamation / Hate Speech,HAR-010
stupid girl i will stab you in front of everyone foolish girl,1,Physical Violence / Life Threat,VIO-024
hello happy birthday i hope you have a wonderful day let me know,0,Non-Abusive,CLN-002
listen to me i will slit your throat you useless thing and nobody can save you,1,Physical Violence / Life Threat,VIO-004
quick question i failed the quiz and i feel awful about it ok,0,Non-Abusive,HRD-009
i swear to god i will find you no matter how many times you block me,1,Cyberstalking / Intimidation,STK-007
idiot i will pour acid on your face and nobody can save you,1,Physical Violence / Life Threat,VIO-018
you are a dirty liar and a thief so watch yourself,1,Severe Harassment / Defamation / Hate Speech,HAR-017
hello i am frustrated because my code keeps crashing god bless,0,Non-Abusive,HRD-007
idiot i am outside your gate right now so watch yourself,1,Cyberstalking / Intimidation,STK-004
by the way the bus to campus leaves at seven thirty thanks,0,Non-Abusive,CLN-014
you are trash and you will always be trash foolish girl,1,Severe Harassment / Defamation / Hate Speech,HAR-015
hey you are worthless and your existence is a mistake,1,Severe Harassment / Defamation / Hate Speech,HAR-019
hey i am coming to your hostel with a knife and i mean it,1,Physical Violence / Life Threat,VIO-005
hi the article explains how victims of blackmail can get help please,0,Non-Abusive,HRD-021
please please send me the lecture notes when you get a chance have a good day,0,Non-Abusive,CLN-000
good morning i need to buy a new laptop charger cheers,0,Non-Abusive,CLN-027
hello i need to buy a new laptop charger talk soon,0,Non-Abusive,CLN-027
just checking in my supervisor approved my chapter three,0,Non-Abusive,CLN-028
you better understand i know your mother works at the market on fridays idiot,1,Cyberstalking / Intimidation,STK-008
quick question we are debating whether the death penalty should be abolished talk soon,0,Non-Abusive,HRD-031
good morning i am frustrated because my code keeps crashing talk soon,0,Non-Abusive,HRD-007
he shouted at the referee during the match please,0,Non-Abusive,HRD-026
stupid girl you are a dirty liar and a thief and nobody can save you,1,Severe Harassment / Defamation / Hate Speech,HAR-017
listen to me you are trash and you will always be trash idiot,1,Severe Harassment / Defamation / Hate Speech,HAR-015
look here you are stupid and everyone in class laughs at you and nobody can save you,1,Severe Harassment / Defamation / Hate Speech,HAR-002
i saved everything and i will share it with your employer you will see,1,Blackmail / Non-Consensual Extortion,BLK-007
hi see you at church on sunday please,0,Non-Abusive,CLN-025
hi did you understand what the lecturer said about pointers ok,0,Non-Abusive,CLN-006
you better understand i have your new number even after you changed it and that is final,1,Cyberstalking / Intimidation,STK-006
idiot i will break your neck if you report me you hear me,1,Physical Violence / Life Threat,VIO-020
please i am frustrated because my code keeps crashing have a good day,0,Non-Abusive,HRD-007
hello please report any suspicious person watching the hostel talk soon,0,Non-Abusive,HRD-028
hey the seminar covered how to preserve digital evidence of threats have a good day,0,Non-Abusive,HRD-029
hey i hate this course it is so difficult and stressful have a good day,0,Non-Abusive,HRD-001
hello the news said a man was killed in an accident on the highway cheers,0,Non-Abusive,HRD-018
the wifi in the lab is very slow today,0,Non-Abusive,CLN-017
hi i am really angry about how the meeting went today ok,0,Non-Abusive,HRD-000
please i need to buy a new laptop charger ok,0,Non-Abusive,CLN-027
hello she was crying because she failed her exam thanks,0,Non-Abusive,HRD-017
hi my sister is annoying me but i still love her talk soon,0,Non-Abusive,HRD-032
listen to me you are stupid and everyone in class laughs at you idiot,1,Severe Harassment / Defamation / Hate Speech,HAR-002
hi thank you so much for your help yesterday talk soon,0,Non-Abusive,CLN-005
the security officer warned us about people following students at night thanks,0,Non-Abusive,HRD-027
quick question i am writing my project on detecting abusive messages online let me know,0,Non-Abusive,HRD-022
please i will be a bit late for the group meeting,0,Non-Abusive,CLN-004
i swear to god you should just kill yourself and save everyone the trouble foolish girl,1,Severe Harassment / Defamation / Hate Speech,HAR-003
please the team lost badly and everyone was upset god bless,0,Non-Abusive,HRD-034
i am telling you when i catch you i will break your legs and i mean it,1,Physical Violence / Life Threat,VIO-003
you better understand shut up you brainless fool nobody asked you you hear me,1,Severe Harassment / Defamation / Hate Speech,HAR-018
quick question i think we should stop talking to each other for a while have a good day,0,Non-Abusive,HRD-003
when i catch you i will break your legs foolish girl,1,Physical Violence / Life Threat,VIO-003
hey i am writing my project on detecting abusive messages online,0,Non-Abusive,HRD-022
by the way are we still meeting at the library at four let me know,0,Non-Abusive,CLN-001
look here you can run but i will always know where you are you hear me,1,Cyberstalking / Intimidation,STK-014
am warning you i will expose your private pictures to the whole campus,1,Blackmail / Non-Consensual Extortion,BLK-005
i am telling you you are a useless worthless whore and that is final,1,Severe Harassment / Defamation / Hate Speech,HAR-000
hey i followed you home yesterday and you did not even notice,1,Cyberstalking / Intimidation,STK-002
look here i am counting the hours until i see you in person and that is final,1,Cyberstalking / Intimidation,STK-016
stupid girl you will regret being born when i get my hands on you so watch yourself,1,Physical Violence / Life Threat,VIO-012
please that was a terrible decision and i disagree completely,0,Non-Abusive,HRD-008
hi please stop calling me i need some space ok,0,Non-Abusive,HRD-010
hey please confirm whether you received my email talk soon,0,Non-Abusive,CLN-021
you better understand i know your mother works at the market on fridays foolish girl,1,Cyberstalking / Intimidation,STK-008
nobody will ever love a disgusting pig like you so watch yourself,1,Severe Harassment / Defamation / Hate Speech,HAR-001
i have screenshots of everything and i will use them against you so watch yourself,1,Blackmail / Non-Consensual Extortion,BLK-019
could you please review my code before i submit ok,0,Non-Abusive,CLN-016
i am telling you you are trash and you will always be trash you will see,1,Severe Harassment / Defamation / Hate Speech,HAR-015
hey we should start revising for the mid semester exams let me know,0,Non-Abusive,CLN-020
quick question the results will be published next month,0,Non-Abusive,CLN-029
by the way please report any suspicious person watching the hostel ok,0,Non-Abusive,HRD-028
listen to me you deserve to die alone you filthy animal,1,Severe Harassment / Defamation / Hate Speech,HAR-006
the football match starts at eight tonight ok,0,Non-Abusive,CLN-022
please the assignment deadline was moved to next friday talk soon,0,Non-Abusive,CLN-003
i am travelling to kumasi this weekend for a wedding god bless,0,Non-Abusive,CLN-015
hello let me know when you are free to discuss the report cheers,0,Non-Abusive,CLN-018
hey thank you so much for your help yesterday please,0,Non-Abusive,CLN-005
please are we still meeting at the library at four,0,Non-Abusive,CLN-001
listen to me i know your lecture timetable and where you sit foolish girl,1,Cyberstalking / Intimidation,STK-005
i am telling you you are stupid and everyone in class laughs at you and nobody can save you,1,Severe Harassment / Defamation / Hate Speech,HAR-002
by the way i am tired of always being the one who apologises let me know,0,Non-Abusive,HRD-014
hey that was a terrible decision and i disagree completely thanks,0,Non-Abusive,HRD-008
hi the counsellor gave a talk about domestic violence awareness ok,0,Non-Abusive,HRD-023
stupid girl i know where you live and i am watching you,1,Cyberstalking / Intimidation,STK-000
by the way the article explains how victims of blackmail can get help let me know,0,Non-Abusive,HRD-021
the wifi in the lab is very slow today have a good day,0,Non-Abusive,CLN-017
hey your new address will not save you from me and that is final,1,Cyberstalking / Intimidation,STK-018
you better understand i will expose your private pictures to the whole campus foolish girl,1,Blackmail / Non-Consensual Extortion,BLK-005
i am telling you keep talking and i will bury you myself foolish girl,1,Physical Violence / Life Threat,VIO-009
i swear to god i will spread the rumour until nobody talks to you again idiot,1,Severe Harassment / Defamation / Hate Speech,HAR-016
i swear to god i will never leave you alone until you talk to me foolish girl,1,Cyberstalking / Intimidation,STK-011
hey send more pictures or i release the ones i already have and that is final,1,Blackmail / Non-Consensual Extortion,BLK-010
idiot i have been watching your hostel window every night foolish girl,1,Cyberstalking / Intimidation,STK-012
look here i will burn your house down with you inside,1,Physical Violence / Life Threat,VIO-007
idiot i saved everything and i will share it with your employer stupid,1,Blackmail / Non-Consensual Extortion,BLK-007
good morning i am frustrated because my code keeps crashing,0,Non-Abusive,HRD-007
